"","grp","categories","q","k","n","m","fraction.pop","fraction.obs","exp.q","log2.fold.enrichment","p.value","adj.p.value"
"1",0,"C",335,5378,5651,344,0.0573811509591326,0.0622908144291558,308.595829858215,0.11844252907175,2.27831145344717e-08,2.05048030810245e-07
"2",0,"E",487,5378,5500,495,0.0825688073394495,0.090554109334325,444.05504587156,0.133183245544083,2.23178725973994e-15,4.0172170675319e-14
"3",0,"EGP",52,5378,5943,52,0.00867389491242702,0.0096690219412421,46.6482068390325,0.156689998428713,0.00343681382408227,0.0130237155438907
"4",0,"F",108,5378,5886,109,0.0181818181818182,0.0200818148010413,97.7818181818182,0.143393175815255,8.8666228420418e-05,0.000425597896418007
"5",0,"G",422,5378,5571,424,0.0707256046705588,0.0784678319077724,380.362301918265,0.149868732572699,2.37055386326122e-18,5.68932927182693e-17
"6",0,"H",131,5378,5863,132,0.0220183486238532,0.0243584975827445,118.414678899083,0.14571888060771,8.29558094296114e-06,5.97281827893202e-05
"7",0,"I",148,5378,5845,150,0.0250208507089241,0.0275195239866121,134.562135112594,0.137324673561782,1.17697197938097e-05,7.06183187628583e-05
"8",0,"IQ",82,5378,5913,82,0.0136780650542118,0.0152473038304202,73.5606338615513,0.156689998428713,0.000127152071983665,0.000572184323926495
"9",0,"J",203,5378,5792,203,0.033861551292744,0.037746374116772,182.107422852377,0.156689998428713,1.77928153599951e-10,2.13513784319941e-09
"10",0,"K",525,5378,5468,527,0.08790658882402,0.0976199330606173,472.76163469558,0.151204459344984,1.8895206438061e-23,6.80227431770195e-22
"11",0,"L",199,5378,5796,199,0.0331943286071726,0.0370026031982149,178.519099249374,0.156689998428713,2.79143885123199e-10,2.87119424698148e-09
"12",0,"M",281,5378,5713,282,0.0470391993327773,0.0522499070286352,252.976814011676,0.151564966250846,8.0104293215033e-13,1.15350182229648e-11
"13",0,"O",149,5378,5844,151,0.0251876563803169,0.0277054667162514,135.459216013344,0.137453779565796,1.06644130239282e-05,6.98034307020752e-05
"14",0,"P",320,5378,5661,334,0.0557130942452043,0.0595016734845668,299.625020850709,0.0949138008420232,2.37732972959226e-05,0.000122262671807602
"15",0,"Q",98,5378,5897,98,0.0163469557964971,0.0182223875046486,87.9139282735613,0.156689998428713,2.17538573452121e-05,0.000120482902219637
"16",0,"S",1148,5378,4832,1163,0.193994995829858,0.213462253625883,1043.30508757298,0.137961543631182,7.63426598043226e-41,5.49667150591123e-39
"17",0,"T",182,5378,5811,184,0.0306922435362802,0.0338415767943473,165.062885738115,0.140922682570396,3.91576829826375e-07,3.132614638611e-06
"18",0,"U",69,5378,5926,69,0.0115095913261051,0.0128300483451097,61.8985821517932,0.156689998428713,0.000531771128037152,0.00225220713051029
"19",0,"V",58,5378,5937,58,0.00967472894078399,0.0107846783190777,52.0306922435363,0.156689998428713,0.00177992428803333,0.00711969715213331
"20",2,"P",13,44,5661,334,0.0557130942452043,0.295454545454545,2.45137614678899,2.40684784533133,4.25551861628246e-07,5.5321742011672e-06
